numero_registro,marca_comercial,titular_registro,classe_categoria_agronomica,ingrediente_ativo,classificacao_toxicologica,classificacao_ambiental,formulacao,ingrediente_ativo_detalhado,documento_cadastrado,produto_formulado_vinculado,url_agrofit
3819,['Difenoconazole Técnico SUP'],Sipcam Nichino Brasil S.A.,['Fungicida'],['difenoconazol (triazol) (980 g/kg)'],I - Produto Extremamente Tóxico,II - Produto Muito Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '980', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '98'}]","[{'descricao': 'Difenoconazole Técnico SUP_Rótulo', 'tipo_documento': 'Rótulo', 'data_inclusao': '15/02/2019 16:03:54', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=234115&p_nm_file=F1916237047/Difenoconazole%20Tecnico%20SUP_R%C3%B3tulo.pdf', 'origem': 'Rótulo e Certificado'}]","[{'marca_comercial': ['Vitene'], 'numero_registro': '20320', 'titular_registro': 'Sipcam Nichino Brasil S.A.'}, {'marca_comercial': ['Velvete'], 'numero_registro': '35823', 'titular_registro': 'Sipcam Nichino Brasil S.A.'}]",http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=12823
TC03225,['Difenoconazole Técnico Sumitomo'],Sumitomo Chemical Brasil Indústria Química S.A.,['Fungicida'],['difenoconazol (triazol) (965 g/kg)'],PT - O perfil toxicológico foi considerado equivalente ao PT de referência,II - Produto Muito Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '965', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '96,5'}]","[{'descricao': 'Difeno-Tec-Sumi_RT-Agrofit_2025-03-06_Rev00', 'tipo_documento': 'Rótulo', 'data_inclusao': '06/03/2025 09:58:43', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=515566&p_nm_file=F975400251/Difeno-Tec-Sumi_RT-Agrofit_2025-03-06_Rev00.pdf', 'origem': 'Rótulo e Certificado'}]","[{'marca_comercial': ['Pladius'], 'numero_registro': '22522', 'titular_registro': 'Sumitomo Chemical Brasil Indústria Química S.A.'}]",http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=9050
TC00824,['Difenoconazole Técnico Sumitomo BR'],Sumitomo Chemical Brasil Indústria Química S.A.,['Fungicida'],['difenoconazol (triazol) (950 g/kg)'],PT - O perfil toxicológico foi considerado equivalente ao PT de referência,II - Produto Muito Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '950', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '95'}]","[{'descricao': 'Difenoconazole-Tec-Sumi-BR_RT-Agrofit_2024-02-06_Rev00', 'tipo_documento': 'Rótulo', 'data_inclusao': '06/02/2024 09:43:30', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=475395&p_nm_file=F1778347832/Difenoconazole-Tec-Sumi-BR_RT-Agrofit_2024-02-06_Rev00.pdf', 'origem': 'Rótulo e Certificado'}]","[{'marca_comercial': ['Pladius'], 'numero_registro': '22522', 'titular_registro': 'Sumitomo Chemical Brasil Indústria Química S.A.'}]",http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=15976
TC05720,['Difenoconazole Técnico Tagros'],Tagros Brasil Comércio de Produtos Químicos Ltda.,['Fungicida'],['difenoconazol (triazol) (965 g/kg)'],PT - O perfil toxicológico foi considerado equivalente ao PT de referência,II - Produto Muito Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '965', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '96,5'}]","[{'descricao': 'Rótulo_AGROFIT_Difenoconazole Técnico Tagros_24-05-2023', 'tipo_documento': 'Rótulo', 'data_inclusao': '05/06/2023 17:11:41', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=454962&p_nm_file=F269034995/R%C3%B3tulo_AGROFIT_Difenoconazole%20T%C3%A9cnico%20Tagros_24-05-2023.pdf', 'origem': 'Rótulo e Certificado'}]","[{'marca_comercial': ['Prisma Plus', 'Ehvero'], 'numero_registro': '9917', 'titular_registro': 'Helm do Brasil Mercantil'}, {'marca_comercial': ['Kayko 250 EC'], 'numero_registro': '31121', 'titular_registro': 'Tagros Brasil Comércio de Produtos Químicos Ltda.'}, {'marca_comercial': ['Vitene'], 'numero_registro': '20320', 'titular_registro': 'Sipcam Nichino Brasil S.A.'}, {'marca_comercial': ['Tagzole 250 EC', 'Difecopa 250 EC', 'SuperDifen 250 EC', 'DifenGrand 250 EC', 'Fine Difen 250 EC', 'Tag Difen 250 EC'], 'numero_registro': '03522', 'titular_registro': 'Tagros Brasil Comércio de Produtos Químicos Ltda.'}, {'marca_comercial': ['Pladius'], 'numero_registro': '22522', 'titular_registro': 'Sumitomo Chemical Brasil Indústria Química S.A.'}, {'marca_comercial': ['Cerimônia'], 'numero_registro': '45719', 'titular_registro': 'Ascenza Brasil Ltda'}, {'marca_comercial': ['LVH04A'], 'numero_registro': '45225', 'titular_registro': 'Helm do Brasil Mercantil'}]",http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=13651
TC00125,['Difenoconazole Técnico Udragon'],Syncrom Assessoria e Comércio de Produtos Agropecuários  Ltda.,['Fungicida'],['difenoconazol (triazol) (965 g/kg)'],PT - O perfil toxicológico foi considerado equivalente ao PT de referência,II - Produto Muito Perigoso ao Meio Ambiente,TC - Ativo de Grau Técnico,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '965', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '96,5'}]","[{'descricao': 'DIFENOCONAZOLE-TEC-UDRAGON_Rotulo_Agrofit_06.08.2025', 'tipo_documento': 'Rótulo', 'data_inclusao': '06/08/2025 18:55:26', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=528398&p_nm_file=F1769763048/DIFENOCONAZOLE-TEC-UDRAGON_Rotulo_Inc.%20Imp%20FMC_Agrofit_v6.pdf', 'origem': 'Rótulo e Certificado'}]","[{'marca_comercial': ['Difcor 250 EC', 'Difcor Glob', 'Difure Pento', 'Passerelle', 'Fardi', 'Ruffex'], 'numero_registro': '15716', 'titular_registro': 'Globachem Proteção de Cultivos do Brasil Ltda.'}, {'marca_comercial': ['Difenoconazol CCAB 250 EC'], 'numero_registro': '10221', 'titular_registro': 'CCAB Agro S.A.'}, {'marca_comercial': ['Onsuva'], 'numero_registro': '22923', 'titular_registro': 'FMC Química do Brasil Ltda.'}, {'marca_comercial': ['Vitene'], 'numero_registro': '20320', 'titular_registro': 'Sipcam Nichino Brasil S.A.'}, {'marca_comercial': ['Tagzole 250 EC', 'Difecopa 250 EC', 'SuperDifen 250 EC', 'DifenGrand 250 EC', 'Fine Difen 250 EC', 'Tag Difen 250 EC'], 'numero_registro': '03522', 'titular_registro': 'Tagros Brasil Comércio de Produtos Químicos Ltda.'}, {'marca_comercial': ['Velvete'], 'numero_registro': '35823', 'titular_registro': 'Sipcam Nichino Brasil S.A.'}, {'marca_comercial': ['Parapente', 'Corsica', 'Tangens'], 'numero_registro': '34523', 'titular_registro': 'Globachem Proteção de Cultivos do Brasil Ltda.'}, {'marca_comercial': ['Parachute', 'Corsica Max'], 'numero_registro': '01923', 'titular_registro': 'Globachem Proteção de Cultivos do Brasil Ltda.'}]",http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=17542
TC19525,['Difenoconazole Técnico YNX'],Proregistros Registros de Produtos Ltda,['Fungicida'],['difenoconazol (triazol) (950 g/kg)'],PT - O perfil toxicológico foi considerado equivalente ao PT de referência,II - Produto Muito Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '950', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '95'}]","[{'descricao': 'DIFENOCONAZOLE TÉCNICO YNX - RÓTULO (12/09/2025)', 'tipo_documento': 'Rótulo', 'data_inclusao': '12/09/2025 23:56:10', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=532415&p_nm_file=F1932787636/ROTULO_DIFENOCONAZOLE_TECNICO_YNX.pdf', 'origem': 'Rótulo e Certificado'}]",[],http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=19890
TC03021,['Difenoconazole Y Técnico Helm'],Helm do Brasil Mercantil,['Fungicida'],['difenoconazol (triazol) (965 g/kg)'],PT - O perfil toxicológico foi considerado equivalente ao PT de referência,II - Produto Muito Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '965', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '96,5'}]","[{'descricao': '20210803_Rótulo PT_Difenoconazole Y Técnico Helm', 'tipo_documento': 'Rótulo', 'data_inclusao': '05/08/2021 14:40:02', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=406969&p_nm_file=F975793537/20210803_R%C3%B3tulo%20PT_Difenoconazole%20Y%20T%C3%A9cnico%20Helm.pdf', 'origem': 'Rótulo e Certificado'}]","[{'marca_comercial': ['Cureforce'], 'numero_registro': '8406', 'titular_registro': 'Jubailireg Brasil Ltda'}, {'marca_comercial': ['Ozean'], 'numero_registro': '04123', 'titular_registro': 'Helm do Brasil Mercantil'}, {'marca_comercial': ['Prisma Plus', 'Ehvero'], 'numero_registro': '9917', 'titular_registro': 'Helm do Brasil Mercantil'}, {'marca_comercial': ['LVH04A'], 'numero_registro': '45225', 'titular_registro': 'Helm do Brasil Mercantil'}]",http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=14463
TC01125,['Difenoconazole ZB Técnico Helm'],Helm do Brasil Mercantil,['Fungicida'],['difenoconazol (triazol) (965 g/kg)'],PT - O perfil toxicológico foi considerado equivalente ao PT de referência,II - Produto Muito Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'difenoconazole', 'grupo_quimico': 'triazol', 'concentracao': '965', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '96,5'}]","[{'descricao': '20250306_Rotulo_PT_Difenoconazole_ZB_Tecnico_Helm', 'tipo_documento': 'Rótulo', 'data_inclusao': '06/03/2025 11:07:33', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=515573&p_nm_file=F1866376428/20250306_Rotulo_PT_Difenoconazole_ZB_Tecnico_Helm.pdf', 'origem': 'Rótulo e Certificado'}]","[{'marca_comercial': ['Ozean'], 'numero_registro': '04123', 'titular_registro': 'Helm do Brasil Mercantil'}, {'marca_comercial': ['Prisma Plus', 'Ehvero'], 'numero_registro': '9917', 'titular_registro': 'Helm do Brasil Mercantil'}, {'marca_comercial': ['LVH04A'], 'numero_registro': '45225', 'titular_registro': 'Helm do Brasil Mercantil'}]",http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=15357
4117,['Diflubenzurom Tecnico Sumitomo BR'],Sumitomo Chemical Brasil Indústria Química S.A.,['Inseticida'],['diflubenzurom (benzoiluréia) (980 g/kg)'],II - Produto Altamente Tóxico,III - Produto Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'diflubenzuron', 'grupo_quimico': 'benzoiluréia', 'concentracao': '980', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '98'}]","[{'descricao': 'Rótulo - Diflubenzuron Técnico Sumitomo BR', 'tipo_documento': 'Rótulo', 'data_inclusao': '25/05/2023 11:05:48', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=453511&p_nm_file=F666934595/Diflubenzuron-TecSumiBR_RT-Agrofit_2023-05-17_Rev02.pdf', 'origem': 'Rótulo e Certificado'}]","[{'marca_comercial': ['Diflubenzurom SCLA'], 'numero_registro': '04324', 'titular_registro': 'Sumitomo Chemical Brasil Indústria Química S.A.'}]",http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=11654
TC19022,['Diflubenzurom Técnico Consagro'],Albaugh Agro Brasil Ltda.,['Inseticida'],['diflubenzurom (benzoiluréia) (960 g/kg)'],PT - O perfil toxicológico foi considerado equivalente ao PT de referência,II - Produto Muito Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'diflubenzuron', 'grupo_quimico': 'benzoiluréia', 'concentracao': '960', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '96'}]","[{'descricao': 'Diflubenzurom-Tec-Consagro_RT_2024-03-20', 'tipo_documento': 'Rótulo', 'data_inclusao': '25/03/2024 08:37:51', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=479161&p_nm_file=F1675298663/Diflubenzurom-Tec-Consagro_RT_2024-03-20.pdf', 'origem': 'Rótulo e Certificado'}]",[],http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=11710
32718,['Diflubenzurom Técnico Cropchem'],Cropchem Ltda,"['Acaricida', 'Inseticida']",['diflubenzurom (benzoiluréia) (970 g/kg)'],II - Produto Altamente Tóxico,III - Produto Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'diflubenzuron', 'grupo_quimico': 'benzoiluréia', 'concentracao': '970', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '97'}]","[{'descricao': 'DIFLUBENZUROM TÉCNICO CROPCHEM - Rótulo 12/11/18', 'tipo_documento': 'Rótulo', 'data_inclusao': '12/11/2018 14:33:30', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=216491&p_nm_file=F797461935/R%C3%B3tulo%20Diflubenzurom%20T%C3%A9cnico%20CropChem.pdf', 'origem': 'Rótulo e Certificado'}]","[{'marca_comercial': ['Zutron 250 WP'], 'numero_registro': '25920', 'titular_registro': 'Cropchem Ltda'}]",http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=10950
TC10722,['Diflubenzurom Técnico Gharda'],Gharda do Brasil Soluções Agrícolas Ltda.,"['Acaricida', 'Inseticida']",['diflubenzurom (benzoiluréia) (970 g/kg)'],PT - O perfil toxicológico foi considerado equivalente ao PT de referência,II - Produto Muito Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'diflubenzuron', 'grupo_quimico': 'benzoiluréia', 'concentracao': '970', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '97'}]","[{'descricao': 'Rótulo_Diflubenzurom Técnico Gharda', 'tipo_documento': 'Rótulo', 'data_inclusao': '12/01/2023 11:33:48', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=444433&p_nm_file=F1277617919/R%C3%93TULO%20Diflubenzurom%20T%C3%A9cnico%20Gharda_TC10722.pdf', 'origem': 'Rótulo e Certificado'}]","[{'marca_comercial': ['Fecyde'], 'numero_registro': '25020', 'titular_registro': 'Tecnomyl Brasil Distribuidora de Produtos Agrícolas Ltda'}]",http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=14348
9016,['Diflubenzurom Técnico Loveland'],Nutrien Soluções Agrícolas Ltda.,"['Acaricida', 'Inseticida']",['diflubenzurom (benzoiluréia) (970 g/kg)'],II - Produto Altamente Tóxico,II - Produto Muito Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'diflubenzuron', 'grupo_quimico': 'benzoiluréia', 'concentracao': '970', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '98'}]","[{'descricao': 'Rótulo Diflubenzurom Técnico LOVELAND_V.02_12.10.2024', 'tipo_documento': 'Rótulo', 'data_inclusao': '13/12/2024 13:33:48', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=509772&p_nm_file=F1900793261/R%C3%B3tulo%20Diflubenzurom%20T%C3%A9cnico%20LOVELAND_V.02_12.10.2024.pdf', 'origem': 'Rótulo e Certificado'}]","[{'marca_comercial': ['Nato'], 'numero_registro': '02418', 'titular_registro': 'Nutrien Soluções Agrícolas Ltda.'}, {'marca_comercial': ['Copa'], 'numero_registro': '6017', 'titular_registro': 'Nutrien Soluções Agrícolas Ltda.'}]",http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=10945
17518,['Diflubenzurom Técnico ME2'],UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A.,"['Acaricida', 'Inseticida']",['diflubenzurom (benzoiluréia) (980 g/kg)'],II - Produto Altamente Tóxico,II - Produto Muito Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'diflubenzuron', 'grupo_quimico': 'benzoiluréia', 'concentracao': '980', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '98'}]","[{'descricao': 'Diflubenzurom Técnico ME2_Rótulo_V2019 10 02', 'tipo_documento': 'Rótulo', 'data_inclusao': '02/10/2019 14:48:52', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=290396&p_nm_file=F487325547/Diflubenzurom%20T%C3%A9cnico%20ME2_R%C3%B3tulo_V2019%2010%2002.pdf', 'origem': 'Rótulo e Certificado'}]","[{'marca_comercial': ['Dimilin'], 'numero_registro': '1848591', 'titular_registro': 'UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A.'}, {'marca_comercial': ['Dimilin 80 WG'], 'numero_registro': '2607', 'titular_registro': 'UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A.'}, {'marca_comercial': ['Dimilin 480 SC'], 'numero_registro': '31520', 'titular_registro': 'UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A.'}, {'marca_comercial': ['Nato'], 'numero_registro': '02418', 'titular_registro': 'Nutrien Soluções Agrícolas Ltda.'}, {'marca_comercial': ['Copa'], 'numero_registro': '6017', 'titular_registro': 'Nutrien Soluções Agrícolas Ltda.'}, {'marca_comercial': ['Du Dim 80 WG'], 'numero_registro': '12408', 'titular_registro': 'UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A.'}, {'marca_comercial': ['Du Din - Cancelado'], 'numero_registro': '12308', 'titular_registro': 'UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A.'}, {'marca_comercial': ['Login'], 'numero_registro': '00911', 'titular_registro': 'UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A.'}, {'marca_comercial': ['Micromite 240 SC'], 'numero_registro': '08000', 'titular_registro': 'UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A.'}]",http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=11988
TC06220,['Diflubenzurom Técnico OF'],Ouro Fino Química S.A.,['Inseticida'],['diflubenzurom (benzoiluréia) (970 g/kg)'],PT - O perfil toxicológico foi considerado equivalente ao PT de referência,II - Produto Muito Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'diflubenzuron', 'grupo_quimico': 'benzoiluréia', 'concentracao': '970', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '97'}]","[{'descricao': 'RÓTULO: DIFLUBENZUROM TÉCNICO OF, REGISTRO Nº TC06220 (atualização 24/04/2020)', 'tipo_documento': 'Rótulo', 'data_inclusao': '24/04/2020 15:45:14', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=340547&p_nm_file=F1529558100/R%C3%B3tulo%20DIFLUBENZUROM%20TC%20OF_24.04.2020.pdf', 'origem': 'Rótulo e Certificado'}]","[{'marca_comercial': ['UnânimeBR'], 'numero_registro': '10920', 'titular_registro': 'Ouro Fino Química S.A.'}]",http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=15987
5518,['Diflubenzurom Técnico Ouro Fino'],Ouro Fino Química S.A.,"['Acaricida', 'Inseticida']",['diflubenzurom (benzoiluréia) (950 g/kg)'],II - Produto Altamente Tóxico,II - Produto Muito Perigoso ao Meio Ambiente,TK - Técnico Concentrado,"[{'ingrediente_ativo': 'diflubenzuron', 'grupo_quimico': 'benzoiluréia', 'concentracao': '950', 'unidade_medida': 'Gramas por Kilogramas', 'percentual': '95'}]","[{'descricao': 'DIFLUBENZUROM TÉCNICO OURO FINO, REGISTRO Nº 5518 (atualização 14/04/2022)', 'tipo_documento': 'Rótulo', 'data_inclusao': '02/05/2022 17:08:13', 'url': 'https://agrofit.agricultura.gov.br/agrofit_cons/agrofit.ap_download_blob_agrofit?p_id_file=424533&p_nm_file=F1109467249/R%C3%B3tulo%20DIFLUBENZUROM%20TC%20OURO%20FINO_02.05.2022_V02.pdf', 'origem': 'Rótulo e Certificado'}]","[{'marca_comercial': ['UnânimeBR'], 'numero_registro': '10920', 'titular_registro': 'Ouro Fino Química S.A.'}]",http://agrofit.agricultura.gov.br/agrofit_cons/!agrofit.ap_produto_tec_detalhe_cons?p_titulo=Consulta%20de%20Produtos%20T%C3%A9cnicos&p_id_produto_formulado_tecnico=13039
